remark,"CSV-Import-Export"
remark,"Date = Thu Mar 21 13:57:12 2019"
remark,"Version = RSLogix 5000 v30.01"
remark,"Owner = Windows User"
remark,"Company = Brock Solutions"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_12_MTRx,BM1_11_MTRx,BM1_11_MTR,BM1_11_MTRx,BM1_11_MTR)","20"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_11_MTRx,BM1_10_MTRx,BM1_10_MTR,BM1_10_MTRx,BM1_10_MTR)","21"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_10_MTRx,BM1_09_MTRx,BM1_09_MTR,BM1_09_MTRx,BM1_09_MTR)","22"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_09_MTRx,BM1_08_MTRx,BM1_08_MTR,BM1_08_MTRx,BM1_08_MTR)","23"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_08_MTRx,BM1_07_MTRx,BM1_07_MTR,BM1_07_MTRx,BM1_07_MTR)","24"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_14_MTRx,O2T_18_MTRx,O2T_18_MTR,O2T_18_MTRx,O2T_18_MTR)","25"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_18_MTRx,O2T_17_MTRx,O2T_17_MTR,O2T_17_MTRx,O2T_17_MTR)","26"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_17_MTRx,O2T_16_MTRx,O2T_16_MTR,O2T_16_MTRx,O2T_16_MTR)","27"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_16_MTRx,O2T_15_MTRx,O2T_15_MTR,O2T_15_MTRx,O2T_15_MTR)","28"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_15_MTRx,O2T_14_MTRx,O2T_14_MTR,O2T_14_MTRx,O2T_14_MTR)","29"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_14_MTRx,O2T_13_MTRx,O2T_13_MTR,O2T_13_MTRx,O2T_13_MTR)","30"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_13_MTRx,O2T_12_MTRx,O2T_12_MTR,O2T_12_MTRx,O2T_12_MTR)","31"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_12_MTRx,O2T_11_MTRx,O2T_11_MTR,O2T_11_MTRx,O2T_11_MTR)","32"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_11_MTRx,O2T_10_MTRx,O2T_10_MTR,O2T_10_MTRx,O2T_10_MTR)","33"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_10_MTRx,O2T_09_MTRx,O2T_09_MTR,O2T_09_MTRx,O2T_09_MTR)","34"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_09_MTRx,O2T_08_MTRx,O2T_08_MTR,O2T_08_MTRx,O2T_08_MTR)","35"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_08_MTRx,O2T_07_MTRx,O2T_07_MTR,O2T_07_MTRx,O2T_07_MTR)","36"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_07_MTRx,O2T_06_MTRx,O2T_06_MTR,O2T_06_MTRx,O2T_06_MTR)","37"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_06_MTRx,O2T_05_MTRx,O2T_05_MTR,O2T_05_MTRx,O2T_05_MTR)","38"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_05_MTRx,O2T_04_MTRx,O2T_04_MTR,O2T_04_MTRx,O2T_04_MTR)","39"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O2T_10_MTRx,C2T_17_MTRx,C2T_17_MTR,C2T_17_MTRx,C2T_17_MTR)","40"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,C2T_17_MTRx,C2T_16_MTRx,C2T_16_MTR,C2T_16_MTRx,C2T_16_MTR)","41"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,C2T_16_MTRx,C2T_15_MTRx,C2T_15_MTR,C2T_15_MTRx,C2T_15_MTR)","42"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,C2T_15_MTRx,C2T_14_MTRx,C2T_14_MTR,C2T_14_MTRx,C2T_14_MTR)","43"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,C2T_14_MTRx,C2T_13_MTRx,C2T_13_MTR,C2T_13_MTRx,C2T_13_MTR)","44"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,C2T_13_MTRx,C2T_12_MTRx,C2T_12_MTR,C2T_12_MTRx,C2T_12_MTR)","45"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4_06ZZ_MTRx,CL2T_09_MTRx,CL2T_09_MTR,CL2T_09_MTRx,CL2T_09_MTR)","46"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL2T_09_MTRx,CL2T_08_MTRx,CL2T_08_MTR,CL2T_08_MTRx,CL2T_08_MTR)","47"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL2T_08_MTRx,CL2T_07_MTRx,CL2T_07_MTR,CL2T_07_MTRx,CL2T_07_MTR)","48"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL2T_07_MTRx,CL2T_06_MTRx,CL2T_06_MTR,CL2T_06_MTRx,CL2T_06_MTR)","49"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,T5_10ZZ_MTRx,CL3T_08_MTRx,CL3T_08_MTR,CL3T_08_MTRx,CL3T_08_MTR)","50"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL3T_08_MTRx,CL3T_07_MTRx,CL3T_07_MTR,CL3T_07_MTRx,CL3T_07_MTR)","51"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL3T_07_MTRx,CL3T_06_MTRx,CL3T_06_MTR,CL3T_06_MTRx,CL3T_06_MTR)","52"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL3T_06_MTRx,CL3T_05_MTRx,CL3T_05_MTR,CL3T_05_MTRx,CL3T_05_MTR)","53"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_30_MTRx,O4T_13_MTRx,O4T_13_MTR,O4T_13_MTRx,O4T_13_MTR)","54"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_13_MTRx,O4T_12_MTRx,O4T_12_MTR,O4T_12_MTRx,O4T_12_MTR)","55"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_12_MTRx,O4T_11_MTRx,O4T_11_MTR,O4T_11_MTRx,O4T_11_MTR)","56"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_11_MTRx,O4T_10_MTRx,O4T_10_MTR,O4T_10_MTRx,O4T_10_MTR)","57"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_10_MTRx,O4T_09_MTRx,O4T_09_MTR,O4T_09_MTRx,O4T_09_MTR)","58"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_09_MTRx,O4T_08_MTRx,O4T_08_MTR,O4T_08_MTRx,O4T_08_MTR)","59"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_08_MTRx,O4T_07_MTRx,O4T_07_MTR,O4T_07_MTRx,O4T_07_MTR)","60"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_07_MTRx,O4T_06_MTRx,O4T_06_MTR,O4T_06_MTRx,O4T_06_MTR)","61"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_06_MTRx,O4T_05_MTRx,O4T_05_MTR,O4T_05_MTRx,O4T_05_MTR)","62"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,BM1_34_MTRx,XO1_03_MTRx,XO1_03_MTR,XO1_03_MTRx,XO1_03_MTR)","63"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,XO1_03_MTRx,XO1_02_MTRx,XO1_02_MTR,XO1_02_MTRx,XO1_02_MTR)","64"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4_04ZZ_MTRx,T5T_09_MTRx,T5T_09_MTR,T5T_09_MTRx,T5T_09_MTR)","65"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,T5T_09_MTRx,T5T_08_MTRx,T5T_08_MTR,T5T_08_MTRx,T5T_08_MTR)","66"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,C4_09ZZ_MTRx,XO2_05_MTRx,XO2_05_MTR,XO2_05_MTRx,XO2_05_MTR)","67"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,XO2_05_MTRx,XO2_04_MTRx,XO2_04_MTR,XO2_04_MTRx,XO2_04_MTR)","68"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,XO2_04_MTRx,XO2_03_MTRx,XO2_03_MTR,XO2_03_MTRx,XO2_03_MTR)","69"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,XO2_03_MTRx,XO2_02_MTRx,XO2_02_MTR,XO2_02_MTRx,XO2_02_MTR)","70"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,XO2_02_MTRx,XO2_01_MTRx,XO2_01_MTR,XO2_01_MTRx,XO2_01_MTR)","71"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,HXA_ZZ_MTRx,HX1T_10A_MTRx,HX1T_10A_MTR,HX1T_10A_MTRx,HX1T_10A_MTR)","72"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,HX1T_10A_MTRx,CL1T_26_MTRx,CL1T_26_MTR,CL1T_26_MTRx,CL1T_26_MTR)","73"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_25_MTRx,CL1T_24_MTRx,CL1T_24_MTR,CL1T_24_MTRx,CL1T_24_MTR)","74"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_24_MTRx,CL1T_23_MTRx,CL1T_23_MTR,CL1T_23_MTRx,CL1T_23_MTR)","75"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_22_MTRx,CL1T_21_MTRx,CL1T_21_MTR,CL1T_21_MTRx,CL1T_21_MTR)","76"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_21_MTRx,CL1T_20_MTRx,CL1T_20_MTR,CL1T_20_MTRx,CL1T_20_MTR)","77"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_20_MTRx,CL1T_19_MTRx,CL1T_19_MTR,CL1T_19_MTRx,CL1T_19_MTR)","78"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_19_MTRx,CL1T_18_MTRx,CL1T_18_MTR,CL1T_18_MTRx,CL1T_18_MTR)","79"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_18_MTRx,CL1T_17_MTRx,CL1T_17_MTR,CL1T_17_MTRx,CL1T_17_MTR)","80"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_17_MTRx,CL1T_16_MTRx,CL1T_16_MTR,CL1T_16_MTRx,CL1T_16_MTR)","81"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_16_MTRx,CL1T_15_MTRx,CL1T_15_MTR,CL1T_15_MTRx,CL1T_15_MTR)","82"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_15_MTRx,CL1T_14_MTRx,CL1T_14_MTR,CL1T_14_MTRx,CL1T_14_MTR)","83"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_14_MTRx,CL1T_13_MTRx,CL1T_13_MTR,CL1T_13_MTRx,CL1T_13_MTR)","84"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_13_MTRx,CL1T_12_MTRx,CL1T_12_MTR,CL1T_12_MTRx,CL1T_12_MTR)","85"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_12_MTRx,CL1T_11_MTRx,CL1T_11_MTR,CL1T_11_MTRx,CL1T_11_MTR)","86"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_11_MTRx,CL1T_10_MTRx,CL1T_10_MTR,CL1T_10_MTRx,CL1T_10_MTR)","87"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_10_MTRx,CL1T_09_MTRx,CL1T_09_MTR,CL1T_09_MTRx,CL1T_09_MTR)","88"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_09_MTRx,CL1T_08_MTRx,CL1T_08_MTR,CL1T_08_MTRx,CL1T_08_MTR)","89"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_08_MTRx,CL1T_07_MTRx,CL1T_07_MTR,CL1T_07_MTRx,CL1T_07_MTR)","90"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_07_MTRx,CL1T_06_MTRx,CL1T_06_MTR,CL1T_06_MTRx,CL1T_06_MTR)","91"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_06_MTRx,CL1T_05_MTRx,CL1T_05_MTR,CL1T_05_MTRx,CL1T_05_MTR)","92"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_05_MTRx,CL1T_04_MTRx,CL1T_04_MTR,CL1T_04_MTRx,CL1T_04_MTR)","93"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL1T_26_MTRx,HX1T_10_MTRx,HX1T_10_MTR,HX1T_10_MTRx,HX1T_10_MTR)","94"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,HX1T_10_MTRx,HX1T_09_MTRx,HX1T_09_MTR,HX1T_09_MTRx,HX1T_09_MTR)","95"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,HX1T_09_MTRx,HX1T_08_MTRx,HX1T_08_MTR,HX1T_08_MTRx,HX1T_08_MTR)","96"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,HX1T_08_MTRx,HX1T_07_MTRx,HX1T_07_MTR,HX1T_07_MTRx,HX1T_07_MTR)","97"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,HX1T_07_MTRx,HX1T_06_MTRx,HX1T_06_MTR,HX1T_06_MTRx,HX1T_06_MTR)","98"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_22_MTRx,O4T_21_MTRx,O4T_21_MTR,O4T_21_MTRx,O4T_21_MTR)","99"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_21_MTRx,O4T_20_MTRx,O4T_20_MTR,O4T_20_MTRx,O4T_20_MTR)","100"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_20_MTRx,O4T_19_MTRx,O4T_19_MTR,O4T_19_MTRx,O4T_19_MTR)","101"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_19_MTRx,O4T_18_MTRx,O4T_18_MTR,O4T_18_MTRx,O4T_18_MTR)","102"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_18_MTRx,O4T_17_MTRx,O4T_17_MTR,O4T_17_MTRx,O4T_17_MTR)","103"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_17_MTRx,O3T_21_MTRx,O3T_21_MTR,O3T_21_MTRx,O3T_21_MTR)","104"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O3T_20_MTRx,O3T_19_MTRx,O3T_19_MTR,O3T_19_MTRx,O3T_19_MTR)","105"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O3T_19_MTRx,O3T_18_MTRx,O3T_18_MTR,O3T_18_MTRx,O3T_18_MTR)","106"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O3T_18_MTRx,O3T_17_MTRx,O3T_17_MTR,O3T_17_MTRx,O3T_17_MTR)","107"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,O4T_20_MTRx,CL12T_36_MTRx,CL12T_36_MTR,CL12T_36_MTRx,CL12T_36_MTR)","108"
RCOMMENT,"MainProgram","I_SET_SPACER_CONST","Set Spacer distance and call Spacer calc routine.","JSR(R_CALC_SPACER_CONST,4,2.0,CL12T_36_MTRx,CL12T_35_MTRx,CL12T_35_MTR,CL12T_35_MTRx,CL12T_35_MTR)","109"
RCOMMENT,"MainProgram","LENGTH_CALC","BM1_12 Length Set Routine$N**************************************************************************************************************************************************************************$NThis subroutine is used to measure the bag length.  It works in conjunction with the  tracking.  When data is deposited into a tracking zone by the length measuring photocell, this routine starts measuring the length of the bag.  When the photocell clears the length measurement is put into the .LENGTH  field of the Bag_Data array at index position - Bag_ID.$N$NWhen the photoeye is blocked, start measuring the length.","OTE(BM1_12_LEN.MEASURE)","0"
RCOMMENT,"MainProgram","LENGTH_CALC","When the PE clears, stop measuring length.  Do one shot.","OTE(BM1_12_LEN.SB1)","1"
RCOMMENT,"MainProgram","LENGTH_CALC","On one shot of PE clearing, put length measurement into the Bag_Data table.","MOV(BM1_12_LEN.BAG_LENGTH,BM1_13_MRG.Length)","3"
RCOMMENT,"MainProgram","LENGTH_CALC","Count BT pulses for measurement while PE is blocked.","ADD(1,BM1_12_LEN.BAG_LENGTH,BM1_12_LEN.BAG_LENGTH)","4"
RCOMMENT,"MainProgram","LENGTH_CALC","Clear length measurement when PE clears.","MOV(0,BM1_12_LEN.BAG_LENGTH)","5"
RCOMMENT,"MainProgram","LENGTH_CALC","O2T_17 Length Set Routine$N**************************************************************************************************************************************************************************$NThis subroutine is used to measure the bag length.  It works in conjunction with the  tracking.  When data is deposited into a tracking zone by the length measuring photocell, this routine starts measuring the length of the bag.  When the photocell clears the length measurement is put into the .LENGTH  field of the Bag_Data array at index position - Bag_ID.$N$NWhen the photoeye is blocked, start measuring the length.","OTE(O2T_17_LEN.MEASURE)","6"
RCOMMENT,"MainProgram","LENGTH_CALC","When the PE clears, stop measuring length.  Do one shot.","OTE(O2T_17_LEN.SB1)","7"
RCOMMENT,"MainProgram","LENGTH_CALC","On one shot of PE clearing, put length measurement into the Bag_Data table.","MOV(O2T_17_LEN.BAG_LENGTH,O2T_18_MRG.Length)","9"
RCOMMENT,"MainProgram","LENGTH_CALC","Count BT pulses for measurement while PE is blocked.","ADD(1,O2T_17_LEN.BAG_LENGTH,O2T_17_LEN.BAG_LENGTH)","10"
RCOMMENT,"MainProgram","LENGTH_CALC","Clear length measurement when PE clears.","MOV(0,O2T_17_LEN.BAG_LENGTH)","11"
RCOMMENT,"MainProgram","LENGTH_CALC","C2T_16 Length Set Routine$N**************************************************************************************************************************************************************************$NThis subroutine is used to measure the bag length.  It works in conjunction with the  tracking.  When data is deposited into a tracking zone by the length measuring photocell, this routine starts measuring the length of the bag.  When the photocell clears the length measurement is put into the .LENGTH  field of the Bag_Data array at index position - Bag_ID.$N$NWhen the photoeye is blocked, start measuring the length.","OTE(C2T_16_LEN.MEASURE)","12"
RCOMMENT,"MainProgram","LENGTH_CALC","When the PE clears, stop measuring length.  Do one shot.","OTE(C2T_16_LEN.SB1)","13"
RCOMMENT,"MainProgram","LENGTH_CALC","On one shot of PE clearing, put length measurement into the Bag_Data table.","MOV(C2T_16_LEN.BAG_LENGTH,C2T_17_MRG.Length)","15"
RCOMMENT,"MainProgram","LENGTH_CALC","Count BT pulses for measurement while PE is blocked.","ADD(1,C2T_16_LEN.BAG_LENGTH,C2T_16_LEN.BAG_LENGTH)","16"
RCOMMENT,"MainProgram","LENGTH_CALC","Clear length measurement when PE clears.","MOV(0,C2T_16_LEN.BAG_LENGTH)","17"
RCOMMENT,"MainProgram","LENGTH_CALC","T5T_08 Length Set Routine$N**************************************************************************************************************************************************************************$NThis subroutine is used to measure the bag length.  It works in conjunction with the  tracking.  When data is deposited into a tracking zone by the length measuring photocell, this routine starts measuring the length of the bag.  When the photocell clears the length measurement is put into the .LENGTH  field of the Bag_Data array at index position - Bag_ID.$N$NWhen the photoeye is blocked, start measuring the length.","OTE(T5T_08_LEN.MEASURE)","18"
